drug_id,ID,UP,Entrezid
DB16222,DMXSVGI,P15391,930
DB16226,DMJCF1O,Q12908,6555
DB16261,DMYN391,Q12908,6555
DB16275,DMAZIND,P11049,951
DB16309,DM5E73H,P02766,7276
DB16318,DMYEZ5J,P35225;P05112,3596;3565
DB16321,DMZGNOJ,P34972,1269
DB16324,DMST4OR,Q9NR97,51311
DB16341,DMGYK2N,Q9NR96,54106
DB16385,DMUMOEV,Q05320,
DB16390,DMFWE9S,P00533,1956
DB16582,DMP45ME,P15391,930
DB16628,DMR0TYK,P47989,7498
DB16640,DMCHA27,P00533,1956
DB16657,DM8A5E0,Q06187,695
DB16665,DMP1QTS,Q02223,608
DB16695,DMZ7AMY,P00533;P08581,1956;4233
DB16698,DMUPZFO,Q14242,6404
DB16738,DMU2J7Y,Q02223,608
