gene_symbol
PCNA
PDE4D
PDE9A
PDGFA
PDIA4
PDIA6
PELI3
PER1
PER2
PFN1
PGBD5
PHACTR3
PHF16
PHLDA2
PHRF1
PI15
PIF1
PITX3
PKM2
PLA2G4C
PLAC8L1
PLEKHA6
PLIN4
PLK1
PLK3
PLOD3
PLSCR2
PMAIP1
PMEPA1
PMM2
PMP22
PNMA2
POGK
POLA2
POLD3
POLR3C
POM121L8P
POPDC2
POTEE
POTEKP
POTEM
POU3F1
POU5F1
PP14571
PPAN-P2RY11
PPAP2B
PPFIA4
PPIB
PPIF
PPP1R14A
PPP1R18
PPP1R26
PPP4R4
PPPDE2
PQLC3
PRB3
PRDM12
PRDM16
PREP
PRIMA1
PRLHR
PRMT6
PROK2
ProSAPiP1
PRPF4B
PRR25
PRRT2
PSMC3IP
PSME3
PTBP1
PTGFRN
PTK2B
PTMS
PTP4A2
PTPRC
PVRL2
PVT1
QPCT
RAB1B
RAB27A
RAB9B
RAD51
RAD51D
RAP1GDS1
RARRES1
RASL10A
RASSF1
RASSF2
RASSF5
RAVER1
RBAK-LOC389458
RBBP9
RBM15
RBMX
RCOR2
REEP5
RELA
RETNLB
REXO1
RFPL4A
RFXAP
RGP1
RGS16
RGS5
RHBDL1
RHEBL1
RHOBTB2
RHOXF1
RHPN1
RIBC2
RIMBP3
RMI2
RN7SK
RNASEL
RNF112
RNF122
RNF145
RNF187
RNF38
RNF44
RNPS1
RPL13AP17
RPRM
RPS4Y2
RRM2
RRP7B
RSPH9
RTBDN
RTN3
RTN4R
RUNX1T1
SAMD10
SAMD12
SAMD4A
SBSN
SCAND3
SCG5
SCGB3A1
SDC1
SDF2L1
SDK2
SEC14L2
SEL1L
SELK
SENP3
SERPINB9
SERPINC1
SERTAD1
SESN2
SF1
SFTA1P
SFTPA2
SH2D3C
SH3BGRL3
SH3YL1
SHC2
SHC3
SHISA2
SIGLEC15
SIRT4
SKIL
SLC13A3
SLC14A2
SLC17A9
SLC22A31
SLC24A1
SLC25A34
SLC25A40
SLC33A1
SLC35D2
SLC39A14
SLC3A2
SLC46A1
SLC4A5
SLC5A11
SLC6A9
SLC7A11
SLC7A5
SLMO1
SMAD4
SMCR2
SMCR5
SMPD3
SNCB
SORBS3
SORCS1
SOX18
SP3P
SPANXA1
SPANXN3
SPC24
SPDYA
SPDYE2
SPDYE5
SPDYE8P
SPEN
SPIN2B
SPIRE1
SPNS2
SPOCK2
SPOPL
SPRNP1
SPRR1A
SPRR2A
SPSB4
SPTBN2
SRRM1
SSX3
ST8SIA5
STAMBPL1
STARD4
STARD7
STAT2
STAU1
STBD1
STC2
STMN2
STT3B
SUSD4
SVIP
SYN2
SYNC
SYNE1
SYTL4
TAC3
TACR2
TAF1
TAF1L
TAF5L
TAPBPL
TAS1R3
TBC1D9
TBKBP1
TBX15
TCEAL5
TCEAL6
TCEAL7
TCF15
TCF19
TCP10
TCP10L
TDRD6
TECPR2
TEPP
TES
TEX14
TEX19
TFDP1
THBS4
TIAM2
TIGD5
TK2
TLN2
TMC2
TMED7-TICAM2
TMEM121
TMEM159
TMEM201
TMEM211
TMEM236
TMEM238
TMEM27
TMEM50B
TMEM64
TMEM82
TMEM87B
TMEM88B
TMEM8C
TMEM97
TMX1
TNFRSF12A
TNFRSF14
TNFRSF25
TNRC6C
TOR2A
TPSG1
TRAF3IP2-AS1
TRAF4
TRAF5
TRAIP
TRIM15
TRIM37
TRIM45
TRIM77P
TRIM78P
TRIP11
TRPC6
TSC1
TSGA10
TTBK2
TTC18
TTC28-AS1
TTC36
TXNDC15
TXNIP
TYMP
TYMS
UBAP1L
UBE2C
UBL3
UBQLN2
UBR7
UCN
UGDH
ULBP1
UMOD
UNG
UOX
USP51
UTF1
VAV1
VAV3
VCL
VCY
VEGFA
VOPP1
VPS13B
VWCE
WASH5P
WDR1
WDR31
WDR33
WDR66
WDR76
WDR96
WDTC1
WDYHV1
WNT11
WSCD2
WWTR1
XBP1
XCL1
XPR1
XYLT2
YWHAE
YWHAZ
YY2
ZBED3
ZBTB10
ZBTB33
ZBTB47
ZBTB8B
ZC3H6
ZDBF2
ZDHHC11
ZDHHC22
ZDHHC23
ZFHX2
ZFP161
ZFP2
ZFP91
ZFR
ZFX
ZGLP1
ZIC2
ZIC4
ZNF141
ZNF165
ZNF177
ZNF215
ZNF256
ZNF264
ZNF276
ZNF295
ZNF331
ZNF362
ZNF367
ZNF37BP
ZNF396
ZNF418
ZNF460
ZNF493
ZNF503-AS1
ZNF514
ZNF547
ZNF577
ZNF587
ZNF605
ZNF618
ZNF652
ZNF688
ZNF689
ZNF736
ZNF737
ZNF75A
ZNF784
ZNF808
ZNF880
ZRSR2
ZSCAN12P1
ZSCAN18
ZSCAN5A
